Type,ID,Birth time (milsec),Death time (milsec),Time lived (milsec),Updates / Frames lived,Health,Max health,Health ratio,Energy,Max energy,Energy ratio,Total Energy gained,Tiles traveled,Attack power,Organisms attacked,Animals killed,Plants killed,Parent Id,Number of Offsprings,Color red value,Color green value,Color blue value
Animal,11325,130319,151773,21454,413,-0.79,100,-0.01,0,100,0.0,1803.08,104,10.29,0,0,1,,2,166,184,93
Animal,11432,133175,151774,18599,355,-2.92,100,-0.03,0,100,0.0,1479.91,83,11.42,0,0,3,,0,181,175,141
Animal,10789,109280,151775,42495,802,-0.49,100,-0.0,0,100,0.0,3440.89,122,14.29,0,0,2,,0,127,169,126
Animal,10789,109280,151775,42495,802,-4.49,100,-0.04,0,100,0.0,3440.89,123,14.29,0,0,2,,0,127,169,126
Animal,10975,117918,151821,33903,620,-1.86,100,-0.02,0,100,0.0,2712.12,89,12.19,0,0,1,,1,164,140,159
Animal,12188,151226,151828,602,31,-3.53,100,-0.04,0,100,0.0,53.6,27,11.17,0,0,5,,0,167,116,81
Animal,10394,76790,151828,75038,1441,-1.06,100,-0.01,0,100,0.0,6382.7,223,11.82,0,0,1,,4,167,136,153
Animal,10394,76790,151828,75038,1441,-5.06,100,-0.05,0,100,0.0,6382.7,224,11.82,0,0,1,,4,167,136,153
Animal,11874,144793,151829,7036,147,-1.32,100,-0.01,0,100,0.0,598.96,50,15.28,0,0,4,,0,135,147,172
Animal,12168,150630,151830,1200,28,-4.0,100,-0.04,0,100,0.0,37.07,24,11.58,0,0,3,,0,165,155,103
Animal,12168,150630,151830,1200,28,-8.0,100,-0.08,0,100,0.0,37.07,25,11.58,0,0,3,,0,165,155,103
Animal,10514,88587,151880,63293,1171,-0.99,100,-0.01,0,100,0.0,5139.41,169,12.26,0,0,4,,3,115,135,83
Animal,10514,88587,151880,63293,1171,-4.99,100,-0.05,0,100,0.0,5139.41,170,12.26,0,0,4,,3,115,135,83
Animal,10602,96330,151885,55555,1059,-0.51,100,-0.01,0,100,0.0,4599.98,171,11.52,0,0,2,,1,138,164,105
Animal,10390,76337,151886,75549,1456,-1.9,100,-0.02,0,100,0.0,6524.71,243,9.93,0,0,1,,8,178,177,120
Animal,10390,76337,151886,75549,1456,-5.9,100,-0.06,0,100,0.0,6524.71,244,9.93,0,0,1,,8,178,177,120
Animal,10235,54176,151918,97742,1858,-1.34,100,-0.01,0,100,0.0,8137.73,251,10.8,0,0,3,,6,83,114,162
Animal,10235,54176,151918,97742,1858,-5.34,100,-0.05,0,100,0.0,8137.73,252,10.8,0,0,3,,6,83,114,162
Animal,10923,115438,151938,36500,702,-2.36,100,-0.02,0,100,0.0,3009.09,135,11.5,0,0,6,,0,184,98,109
Animal,10923,115438,151939,36501,702,-6.36,100,-0.06,0,100,0.0,3009.09,136,11.5,0,0,6,,0,184,98,109
Animal,11562,136835,151939,15104,296,-0.7,100,-0.01,0,100,0.0,1242.61,76,14.25,0,0,4,,0,144,134,119
Animal,12190,151293,151939,646,17,-3.08,100,-0.03,0,100,0.0,0,17,13.26,0,0,0,,0,163,122,115
Animal,11145,124226,151939,27713,521,-1.56,100,-0.02,0,100,0.0,2300.87,103,16.34,0,0,4,,0,116,126,107
Animal,11145,124226,151940,27714,521,-5.56,100,-0.06,0,100,0.0,2300.87,104,16.34,0,0,4,,0,116,126,107
Animal,10804,109896,151940,42044,782,-0.62,100,-0.01,0,100,0.0,3419.17,103,11.22,0,0,2,,1,162,187,123
Animal,10804,109896,151940,42044,782,-4.62,100,-0.05,0,100,0.0,3419.17,104,11.22,0,0,2,,1,162,187,123
Animal,10875,113418,151940,38522,730,-2.48,100,-0.02,0,100,0.0,3119.08,135,12.66,0,0,1,,0,100,139,124
Animal,10457,84082,151941,67859,1277,-1.78,100,-0.02,0,100,0.0,5576.87,197,10.98,0,0,2,,2,102,180,108
Animal,10457,84082,151941,67859,1277,-5.78,100,-0.06,0,100,0.0,5576.87,198,10.98,0,0,2,,2,102,180,108
Animal,10549,91539,151974,60435,1139,-2.6,100,-0.03,10.7,100,0.11,5007.56,185,13.37,0,0,7,,2,126,143,115
Animal,10903,114561,151988,37427,701,-3.18,100,-0.03,0,100,0.0,3065.82,124,11.86,0,0,1,,1,170,94,133
Animal,11257,127648,151990,24342,453,-1.21,100,-0.01,0,100,0.0,1911.81,75,11.01,0,0,1,,0,191,106,114
Animal,11257,127648,151990,24342,453,-5.21,100,-0.05,0,100,0.0,1911.81,76,11.01,0,0,1,,0,191,106,114
Animal,11422,132879,151992,19113,350,-3.06,100,-0.03,0,100,0.0,1507.03,68,15.44,0,0,1,,0,154,167,160
Animal,11422,132879,151992,19113,350,-7.06,100,-0.07,0,100,0.0,1507.03,69,15.44,0,0,1,,0,154,167,160
Animal,10838,112016,151994,39978,751,-2.5,100,-0.03,0,100,0.0,3274.77,118,11.34,0,0,1,,2,121,153,109
Animal,10987,118147,151994,33847,654,-3.36,100,-0.03,0,100,0.0,2869.36,147,12.2,0,0,3,,1,132,142,98
Animal,10591,94841,151996,57155,1080,-0.34,100,-0.0,0,100,0.0,4632.22,162,11.4,0,0,4,,1,100,152,99
Animal,10591,94841,151996,57155,1080,-4.34,100,-0.04,0,100,0.0,4632.22,163,11.4,0,0,4,,1,100,152,99
Animal,11700,140634,151997,11363,225,-0.07,100,-0.0,0,100,0.0,988.1,76,12.11,0,0,5,,1,156,129,158
Animal,11700,140634,151997,11363,225,-4.07,100,-0.04,0,100,0.0,988.1,77,12.11,0,0,5,,1,156,129,158
Animal,10250,57586,151998,94412,1790,-3.13,100,-0.03,0,100,0.0,7653.7,230,9.49,0,0,1,,3,134,162,101
Animal,9758,15146,151999,136853,2705,-3.57,100,-0.04,0,100,0.0,11587.52,369,10.75,0,0,1,,2,178,114,98
Animal,10263,59059,152045,92986,1728,-0.56,100,-0.01,0,100,0.0,7311.47,183,9.59,0,0,1,,1,152,132,113
Animal,10263,59059,152045,92986,1728,-4.56,100,-0.05,0,100,0.0,7311.47,184,9.59,0,0,1,,1,152,132,113
Animal,10710,104545,152049,47504,884,-0.65,100,-0.01,0,100,0.0,3682.82,127,9.21,0,0,1,,0,157,108,84
Animal,10710,104545,152049,47504,884,-4.65,100,-0.05,0,100,0.0,3682.82,128,9.21,0,0,1,,0,157,108,84
Animal,11047,120601,152051,31450,624,-1.9,100,-0.02,0,100,0.0,2711.45,165,10.86,0,0,21,,2,145,117,89
Animal,10993,118488,152051,33563,658,-1.13,100,-0.01,0,100,0.0,2972.47,210,12.02,0,0,30,,2,191,142,141
Animal,10993,118488,152051,33563,658,-5.13,100,-0.05,0,100,0.0,2972.47,211,12.02,0,0,30,,2,191,142,141
Animal,11503,135069,152053,16984,323,-2.77,100,-0.03,0,100,0.0,1369.52,70,11.89,0,0,9,,0,136,171,121
Animal,11738,141777,152055,10278,207,-3.25,100,-0.03,0,100,0.0,921.51,60,15.16,0,0,4,,1,155,193,110
Animal,11731,141708,152102,10394,202,-0.82,100,-0.01,0,100,0.0,927.64,59,11.83,0,0,3,,2,154,143,138
Animal,11112,123159,152103,28944,532,-3.98,100,-0.04,0,100,0.0,2245.37,76,11.5,0,0,1,,0,100,188,123
Animal,11112,123159,152103,28944,532,-7.98,100,-0.08,0,100,0.0,2245.37,77,11.5,0,0,1,,0,100,188,123
Animal,10540,90411,152105,61694,1173,-1.05,100,-0.01,0,100,0.0,5048.28,186,9.95,0,0,1,,2,102,141,184
Animal,11937,146118,152106,5988,122,-2.74,100,-0.03,0,100,0.0,494.88,46,15.09,0,0,2,,0,121,176,137
Animal,12064,148614,152108,3494,74,-1.88,100,-0.02,0,100,0.0,284.54,34,12.26,0,0,3,,0,188,80,139
Animal,11000,118818,152108,33290,638,-0.32,100,-0.0,0,100,0.0,2784.88,108,13.19,0,0,6,,1,177,139,169
Animal,11847,144191,152108,7917,162,-0.68,100,-0.01,0,100,0.0,669.2,51,14.68,0,0,1,,0,162,143,113
Animal,11501,135010,152109,17099,315,-3.77,100,-0.04,0,100,0.0,1337.32,60,11.53,0,0,1,,0,142,129,117
Animal,11501,135010,152109,17099,315,-7.77,100,-0.08,0,100,0.0,1337.32,61,11.53,0,0,1,,0,142,129,117
Animal,10392,76389,152109,75720,1452,-1.72,100,-0.02,0,100,0.0,6300.69,216,11.81,0,0,3,,2,146,148,134
Animal,10392,76389,152109,75720,1452,-5.72,100,-0.06,0,100,0.0,6300.69,217,11.81,0,0,3,,2,146,148,134
Animal,10802,109654,152110,42456,812,-0.13,100,-0.0,0,100,0.0,3473.55,139,12.85,0,0,2,,0,159,88,139
Animal,10802,109654,152110,42456,812,-4.13,100,-0.04,0,100,0.0,3473.55,140,12.85,0,0,2,,0,159,88,139
Animal,10473,85415,152161,66746,1265,-0.98,100,-0.01,0,100,0.0,5550.61,202,13.04,0,0,5,,1,112,123,116
Animal,10473,85415,152161,66746,1265,-4.98,100,-0.05,0,100,0.0,5550.61,203,13.04,0,0,5,,1,112,123,116
Animal,10652,99767,152161,52394,989,0.0,100,0.0,0,100,0.0,4171.69,175,9.91,0,0,2,,0,144,172,103
Animal,10652,99767,152161,52394,989,-4.0,100,-0.04,0,100,0.0,4171.69,176,9.91,0,0,2,,0,144,172,103
Animal,11844,144127,152161,8034,156,-0.64,100,-0.01,0,100,0.0,646.77,48,14.97,0,0,2,,0,128,124,113
Animal,11844,144127,152161,8034,156,-4.64,100,-0.05,0,100,0.0,646.77,49,14.97,0,0,2,,0,128,124,113
Animal,11534,135946,152162,16216,319,-0.44,100,-0.0,0,100,0.0,1401.5,75,13.58,0,0,1,,1,83,102,171
Animal,10653,99923,152163,52240,981,-3.76,100,-0.04,0,100,0.0,4247.75,154,15.66,0,0,8,,0,133,158,123
Animal,10653,99923,152163,52240,981,-7.76,100,-0.08,12.53,100,0.13,4260.28,155,15.66,0,0,9,,0,133,158,123
Animal,11951,146304,152163,5859,121,-0.57,100,-0.01,0,100,0.0,536.1,47,12.89,0,0,6,,1,151,139,140
Animal,11964,146662,152163,5501,120,-0.98,100,-0.01,0,100,0.0,475.12,47,11.88,0,0,2,,0,98,134,104
Animal,11964,146662,152163,5501,120,-4.98,100,-0.05,0,100,0.0,475.12,48,11.88,0,0,2,,0,98,134,104
Animal,11784,142869,152164,9295,188,-2.3,100,-0.02,0,100,0.0,887.23,67,12.9,0,0,2,,2,176,165,141
Animal,10810,110286,152166,41880,799,-2.28,100,-0.02,0,100,0.0,3447.37,139,12.56,0,0,11,,0,131,165,120
Animal,10810,110286,152166,41880,799,-6.28,100,-0.06,0,100,0.0,3447.37,140,12.56,0,0,11,,0,131,165,120
Animal,12092,149024,152166,3142,74,-0.77,100,-0.01,0,100,0.0,290.63,40,14.53,0,0,2,,0,171,178,154
Animal,11997,147260,152166,4906,114,-1.79,100,-0.02,0,100,0.0,469.51,61,10.87,0,0,4,,0,174,157,90
Animal,11174,125061,152217,27156,526,-3.22,100,-0.03,0,100,0.0,2263.22,128,9.4,0,0,3,,1,178,168,115
Animal,11174,125061,152217,27156,526,-7.22,100,-0.07,0,100,0.0,2263.22,129,9.4,0,0,3,,1,178,168,115
Animal,10536,90259,152217,61958,1156,-1.93,100,-0.02,0,100,0.0,5020.11,169,12.26,0,0,2,,2,173,165,162
Animal,10536,90259,152217,61958,1156,-5.93,100,-0.06,0,100,0.0,5020.11,170,12.26,0,0,2,,2,173,165,162
Animal,10086,25100,152218,127118,2467,-3.14,100,-0.03,0,100,0.0,10528.15,330,8.33,0,0,8,,5,180,160,121
Animal,11807,143410,152220,8810,177,-2.7,100,-0.03,0,100,0.0,740.0,61,13.03,0,0,2,,0,103,140,76
Animal,11807,143410,152221,8811,177,-6.7,100,-0.07,0,100,0.0,740.0,62,13.03,0,0,2,,0,103,140,76
Animal,11620,138459,152221,13762,279,-0.46,100,-0.0,0,100,0.0,1226.13,88,11.79,0,0,6,,1,120,157,100
Animal,10781,108452,152222,43770,817,-2.34,100,-0.02,0,100,0.0,3538.09,117,10.07,0,0,2,,2,140,169,130
Animal,11459,133942,152222,18280,360,-2.29,100,-0.02,0,100,0.0,1490.01,91,10.58,0,0,9,,0,183,164,136
Animal,12002,147373,152272,4899,112,-3.89,100,-0.04,0,100,0.0,447.21,76,10.55,0,0,14,,0,144,142,136
Animal,12202,151605,152272,667,18,-1.1,100,-0.01,0,100,0.0,0,16,9.7,0,0,0,,0,183,162,140
Animal,12202,151605,152273,668,18,-5.1,100,-0.05,0,100,0.0,0,17,9.7,0,0,0,,0,183,162,140
Animal,11231,126918,152273,25355,474,-3.05,100,-0.03,0,100,0.0,1997.63,86,12.24,0,0,1,,0,152,118,89
Animal,11650,139173,152273,13100,256,-1.84,100,-0.02,0,100,0.0,1113.88,65,14.06,0,0,2,,0,135,107,83
Animal,12028,147907,152274,4367,114,-0.86,100,-0.01,0,100,0.0,452.44,65,10.47,0,0,11,,0,210,122,105
Animal,12028,147907,152274,4367,114,-4.86,100,-0.05,0,100,0.0,452.44,66,10.47,0,0,11,,0,210,122,105
Animal,11022,119678,152274,32596,622,-0.09,100,-0.0,0,100,0.0,2736.31,118,15.41,0,0,2,,0,96,155,126
Animal,10757,106862,152275,45413,870,-2.74,100,-0.03,0,100,0.0,3819.04,158,12.7,0,0,1,,2,119,135,103
Animal,11712,140993,152275,11282,212,-0.16,100,-0.0,0,100,0.0,946.81,60,14.43,0,0,1,,1,165,196,118
Animal,11712,140993,152275,11282,212,-4.16,100,-0.04,0,100,0.0,946.81,61,14.43,0,0,1,,1,165,196,118
Animal,10270,59738,152276,92538,1779,-0.46,100,-0.0,0,100,0.0,7898.74,286,11.48,0,0,6,,6,111,152,80
Animal,10683,102211,152276,50065,976,-0.12,100,-0.0,0,100,0.0,4325.4,199,11.15,0,0,6,,4,172,96,118
Animal,10683,102211,152276,50065,976,-4.12,100,-0.04,0,100,0.0,4325.4,200,11.15,0,0,6,,4,172,96,118
Animal,10872,113305,152277,38972,752,-0.92,100,-0.01,0,100,0.0,3352.04,124,12.51,0,0,4,,3,187,151,160
Animal,10861,112981,152278,39297,748,-1.87,100,-0.02,0,100,0.0,3224.62,127,11.1,0,0,3,,1,126,135,108
Animal,10861,112981,152278,39297,748,-5.87,100,-0.06,0,100,0.0,3224.62,128,11.1,0,0,3,,1,126,135,108
Animal,10560,92231,152322,60091,1132,-1.91,100,-0.02,0,100,0.0,4977.59,180,13.38,0,0,1,,2,180,117,140
Animal,10560,92231,152322,60091,1132,-5.91,100,-0.06,0,100,0.0,4977.59,181,13.38,0,0,1,,2,180,117,140
Animal,11961,146604,152330,5726,121,-2.67,100,-0.03,0,100,0.0,559.99,50,15.56,0,0,1,,1,171,147,129
Animal,11961,146604,152330,5726,121,-6.67,100,-0.07,0,100,0.0,559.99,51,15.56,0,0,1,,1,171,147,129
Animal,11552,136488,152332,15844,303,-1.17,100,-0.01,0,100,0.0,1311.75,71,11.39,0,0,1,,1,115,144,92
Animal,11552,136488,152332,15844,303,-5.17,100,-0.05,0,100,0.0,1311.75,72,11.39,0,0,1,,1,115,144,92
Animal,11401,132507,152332,19825,389,-1.75,100,-0.02,0,100,0.0,1648.09,92,13.38,0,0,8,,0,182,127,129
Animal,11401,132507,152332,19825,389,-5.75,100,-0.06,0,100,0.0,1648.09,93,13.38,0,0,8,,0,182,127,129
Animal,11561,136770,152378,15608,295,-1.1,100,-0.01,0,100,0.0,1247.63,71,13.8,0,0,1,,0,164,155,174
Animal,11132,123721,152382,28661,539,-3.72,100,-0.04,0,100,0.0,2273.68,103,10.85,0,0,1,,0,81,118,194
Animal,11064,121487,152382,30895,593,-0.29,100,-0.0,0,100,0.0,2581.41,135,11.2,0,0,1,,1,124,126,113
Animal,11064,121487,152382,30895,593,-4.29,100,-0.04,0,100,0.0,2581.41,136,11.2,0,0,1,,1,124,126,113
Animal,11171,125003,152383,27380,526,-0.75,100,-0.01,0,100,0.0,2452.35,107,13.5,0,0,1,,4,131,103,120
Animal,11171,125003,152383,27380,526,-4.75,100,-0.05,0,100,0.0,2452.35,108,13.5,0,0,1,,4,131,103,120
Animal,10656,100288,152383,52095,1014,-1.54,100,-0.02,0,100,0.0,4289.54,197,9.89,0,0,5,,0,112,145,120
Animal,10656,100288,152383,52095,1014,-5.54,100,-0.06,0,100,0.0,4289.54,198,9.89,0,0,5,,0,112,145,120
Animal,10423,79748,152384,72636,1377,-3.74,100,-0.04,0,100,0.0,5850.24,209,8.84,0,0,1,,2,194,166,123
Animal,10423,79748,152384,72636,1377,-7.74,100,-0.08,0,100,0.0,5850.24,210,8.84,0,0,1,,2,194,166,123
Animal,11833,143893,152385,8492,174,-2.99,100,-0.03,0,100,0.0,816.52,56,14.79,0,0,4,,2,191,145,152
Animal,11833,143893,152386,8493,174,-6.99,100,-0.07,0,100,0.0,816.52,57,14.79,0,0,4,,2,191,145,152
Animal,11862,144609,152386,7777,192,-3.51,100,-0.04,0,100,0.0,848.99,89,12.34,0,0,12,,1,155,159,130
Animal,11862,144609,152386,7777,192,-7.51,100,-0.08,0,100,0.0,848.99,90,12.34,0,0,12,,1,155,159,130
Animal,10521,89045,152387,63342,1201,-0.7,100,-0.01,0,100,0.0,5270.67,176,15.69,0,0,3,,1,143,146,103
Animal,10722,104978,152387,47409,888,-1.32,100,-0.01,0,100,0.0,3897.94,131,14.59,0,0,6,,1,177,167,143
Animal,10722,104978,152387,47409,888,-5.32,100,-0.05,0,100,0.0,3897.94,132,14.59,0,0,6,,1,177,167,143
Animal,10858,112907,152418,39511,733,-0.48,100,-0.0,0,100,0.0,3259.4,109,15.55,0,0,2,,0,111,173,129
Animal,11057,121107,152442,31335,586,-2.31,100,-0.02,0,100,0.0,2557.96,91,14.21,0,0,4,,1,169,127,144
Animal,11717,141223,152490,11267,229,-1.49,100,-0.01,0,100,0.0,947.33,71,15.58,0,0,5,,0,124,150,139
Animal,11717,141223,152490,11267,229,-5.49,100,-0.05,0,100,0.0,947.33,72,15.58,0,0,5,,0,124,150,139
Animal,11276,128508,152493,23985,444,-3.59,100,-0.04,0,100,0.0,1900.06,88,15.03,0,0,4,,0,145,126,159
Animal,10941,116090,152493,36403,686,-2.3,100,-0.02,0,100,0.0,3064.0,114,13.93,0,0,3,,2,174,141,126
Animal,10941,116090,152493,36403,686,-6.3,100,-0.06,0,100,0.0,3064.0,115,13.93,0,0,3,,2,174,141,126
Animal,11850,144288,152529,8241,174,-1.69,100,-0.02,0,100,0.0,691.15,59,13.71,0,0,9,,0,156,164,113
Animal,11850,144288,152529,8241,174,-5.69,100,-0.06,0,100,0.0,691.15,60,13.71,0,0,9,,0,156,164,113
Animal,11049,120763,152544,31781,616,-2.04,100,-0.02,0,100,0.0,2633.22,140,12.61,0,0,8,,0,157,134,125
Animal,11049,120763,152544,31781,616,-6.04,100,-0.06,0,100,0.0,2633.22,141,12.61,0,0,8,,0,157,134,125
Animal,12177,150907,152545,1638,56,-3.5,100,-0.04,0,100,0.0,188.27,51,12.39,0,0,7,,0,148,120,122
Animal,12177,150907,152545,1638,56,-7.5,100,-0.08,0,100,0.0,188.27,52,12.39,0,0,7,,0,148,120,122
Animal,11080,122157,152546,30389,569,-3.4,100,-0.03,0,100,0.0,2431.56,111,13.63,0,0,3,,0,135,131,108
Animal,11080,122157,152546,30389,569,-7.4,100,-0.07,0,100,0.0,2431.56,112,13.63,0,0,3,,0,135,131,108
Animal,11102,122827,152547,29720,570,-2.1,100,-0.02,0,100,0.0,2436.68,131,13.97,0,0,20,,0,184,112,107
Animal,11208,126130,152550,26420,482,-2.39,100,-0.02,0,100,0.0,2061.87,75,12.95,0,0,3,,0,179,169,108
Animal,11208,126130,152550,26420,482,-6.39,100,-0.06,0,100,0.0,2061.87,76,12.95,0,0,3,,0,179,169,108
Animal,10829,111424,152550,41126,785,-0.71,100,-0.01,0,100,0.0,3381.03,141,13.0,0,0,5,,0,138,83,133
Animal,11925,145943,152550,6607,139,-1.09,100,-0.01,0,100,0.0,591.72,48,10.72,0,0,3,,0,85,152,69
Animal,11925,145943,152550,6607,139,-5.09,100,-0.05,0,100,0.0,591.72,49,10.72,0,0,3,,0,85,152,69
Animal,11595,137682,152551,14869,291,-0.61,100,-0.01,0,100,0.0,1271.92,78,16.06,0,0,11,,0,143,94,131
Animal,11482,134587,152598,18011,338,-2.8,100,-0.03,0,100,0.0,1514.57,69,14.56,0,0,2,,1,145,119,119
Animal,11532,135884,152598,16714,318,-2.81,100,-0.03,0,100,0.0,1328.9,68,11.15,0,0,2,,0,180,124,107
Animal,11071,121749,152599,30850,582,-1.25,100,-0.01,0,100,0.0,2441.61,92,11.97,0,0,5,,0,196,136,135
Animal,11071,121749,152599,30850,582,-5.25,100,-0.05,0,100,0.0,2441.61,93,11.97,0,0,5,,0,196,136,135
Animal,11670,139837,152600,12763,242,-0.42,100,-0.0,0,100,0.0,1009.93,70,13.15,0,0,10,,0,71,192,106
Animal,11486,134707,152602,17895,349,-0.95,100,-0.01,0,100,0.0,1534.45,88,19.18,0,0,4,,1,92,132,130
Animal,10413,78780,152603,73823,1392,-2.08,100,-0.02,0,100,0.0,6114.64,208,11.01,0,0,2,,4,189,175,132
Animal,10413,78780,152603,73823,1392,-6.08,100,-0.06,0,100,0.0,6114.64,209,11.01,0,0,2,,4,189,175,132
Animal,10873,113307,152604,39297,769,-2.08,100,-0.02,0,100,0.0,3399.17,170,12.5,0,0,13,,2,95,165,66
Animal,10873,113307,152604,39297,769,-6.08,100,-0.06,0,100,0.0,3399.17,171,12.5,0,0,13,,2,95,165,66
Animal,11342,130841,152604,21763,406,-1.92,100,-0.02,0,100,0.0,1761.86,96,15.4,0,0,8,,0,107,117,99
Animal,11342,130841,152604,21763,406,-5.92,100,-0.06,0,100,0.0,1761.86,97,15.4,0,0,8,,0,107,117,99
Animal,11926,145946,152604,6658,131,-0.44,100,-0.0,0,100,0.0,552.01,44,12.78,0,0,2,,0,122,148,94
Animal,10329,69459,152605,83146,1597,-8.22,100,-0.08,0,100,0.0,6945.36,208,10.55,0,0,1,,3,161,165,103
Animal,12033,147972,152605,4633,103,-0.78,100,-0.01,0,100,0.0,439.73,50,14.46,0,0,2,,0,162,113,150
Animal,11682,140272,152606,12334,231,-3.5,100,-0.03,0,100,0.0,975.4,53,15.05,0,0,3,,0,103,139,116
Animal,11415,132685,152650,19965,361,-1.72,100,-0.02,0,100,0.0,1597.39,66,13.31,0,0,2,,1,184,86,118
Animal,11480,134530,152652,18122,348,-0.55,100,-0.01,0,100,0.0,1528.56,93,12.33,0,0,8,,1,197,189,115
Animal,11480,134530,152653,18123,348,-4.55,100,-0.05,0,100,0.0,1528.56,94,12.33,0,0,8,,1,197,189,115
Animal,11935,146115,152653,6538,136,-3.29,100,-0.03,0,100,0.0,664.96,58,11.54,0,0,5,,2,89,153,104
Animal,11935,146115,152653,6538,136,-7.29,100,-0.07,0,100,0.0,664.96,59,11.54,0,0,5,,2,89,153,104
Animal,11320,129976,152655,22679,416,-8.81,100,-0.09,40.95,100,0.41,1854.12,88,14.58,0,0,5,,0,112,173,109
Animal,11019,119571,152655,33084,612,-1.25,100,-0.01,0,100,0.0,2720.04,102,13.03,0,0,2,,2,131,124,146
Animal,11019,119571,152655,33084,612,-5.25,100,-0.05,0,100,0.0,2720.04,103,13.03,0,0,2,,2,131,124,146
Animal,11860,144548,152656,8108,160,-1.96,100,-0.02,0,100,0.0,678.66,49,13.25,0,0,2,,0,81,158,107
Animal,12115,149481,152656,3175,82,-0.8,100,-0.01,0,100,0.0,337.93,42,12.8,0,0,5,,0,136,156,112
Animal,12115,149481,152656,3175,82,-4.8,100,-0.05,0,100,0.0,337.93,43,12.8,0,0,5,,0,136,156,112
Animal,11092,122446,152656,30210,563,-1.45,100,-0.01,0,100,0.0,2400.42,94,12.82,0,0,2,,0,168,123,151
Animal,11092,122446,152656,30210,563,-5.45,100,-0.05,0,100,0.0,2400.42,95,12.82,0,0,2,,0,168,123,151
Animal,11789,142981,152657,9676,190,-0.62,100,-0.01,0,100,0.0,765.82,44,11.26,0,0,1,,0,144,166,110
Animal,11881,144916,152659,7743,158,-2.42,100,-0.02,0,100,0.0,681.12,52,16.37,0,0,3,,0,170,161,161
Animal,10444,82652,152660,70008,1332,-1.72,100,-0.02,0,100,0.0,5852.89,193,11.99,0,0,5,,4,169,162,123
Animal,10444,82652,152660,70008,1332,-5.72,100,-0.06,0,100,0.0,5852.89,194,11.99,0,0,5,,4,169,162,123
Animal,10665,100874,152704,51830,966,-2.4,100,-0.02,0,100,0.0,4131.55,131,10.8,0,0,5,,1,131,144,91
Animal,10665,100874,152704,51830,966,-6.4,100,-0.06,0,100,0.0,4131.55,132,10.8,0,0,5,,1,131,144,91
Animal,11463,134165,152707,18542,339,-3.15,100,-0.03,0,100,0.0,1466.87,77,12.73,0,0,8,,1,140,161,163
Animal,11820,143640,152707,9067,182,-3.43,100,-0.03,0,100,0.0,774.39,71,12.57,0,0,7,,0,152,110,108
Animal,11820,143640,152707,9067,182,-7.43,100,-0.07,0,100,0.0,774.39,72,12.57,0,0,7,,0,152,110,108
Animal,11851,144308,152711,8403,165,-1.18,100,-0.01,0,100,0.0,700.22,54,13.47,0,0,1,,0,96,145,86
Animal,11851,144308,152711,8403,165,-5.18,100,-0.05,0,100,0.0,700.22,55,13.47,0,0,1,,0,96,145,86
Animal,12122,149657,152713,3056,87,-3.5,100,-0.03,0,100,0.0,369.7,53,13.2,0,0,15,,0,116,129,105
Animal,12122,149657,152713,3056,87,-7.5,100,-0.07,0,100,0.0,369.7,54,13.2,0,0,15,,0,116,129,105
Animal,11136,123893,152713,28820,549,-3.12,100,-0.03,0,100,0.0,2306.92,119,11.97,0,0,6,,0,182,186,113
Animal,11573,137140,152714,15574,313,-3.75,100,-0.04,0,100,0.0,1338.47,91,13.83,0,0,14,,0,163,168,147
Animal,11573,137140,152714,15574,313,-7.75,100,-0.08,0,100,0.0,1338.47,92,13.83,0,0,14,,0,163,168,147
Animal,11499,135002,152760,17758,342,-0.57,100,-0.01,0,100,0.0,1409.15,109,12.86,0,0,14,,0,147,114,117
Animal,11624,138569,152760,14191,268,-0.62,100,-0.01,0,100,0.0,1108.62,63,9.83,0,0,1,,0,205,166,127
Animal,12167,150623,152762,2139,53,-2.23,100,-0.02,20,100,0.2,283.95,37,11.83,0,0,5,,0,95,164,102
Animal,10580,94103,152765,58662,1094,-2.82,100,-0.03,0,100,0.0,4729.19,149,10.69,0,0,3,,1,112,167,79
Animal,10580,94103,152765,58662,1094,-6.82,100,-0.07,0,100,0.0,4729.19,150,10.69,0,0,3,,1,112,167,79
Animal,10937,115879,152767,36888,698,-2.02,100,-0.02,0,100,0.0,2967.65,116,12.66,0,0,1,,0,102,168,110
Animal,10937,115879,152767,36888,698,-6.02,100,-0.06,0,100,0.0,2967.65,117,12.66,0,0,1,,0,102,168,110
Animal,10813,110594,152797,42203,786,-3.98,100,-0.04,0,100,0.0,3328.5,113,11.43,0,0,1,,0,113,123,152
Animal,11841,144003,152814,8811,181,-3.51,100,-0.04,0,100,0.0,808.03,68,14.23,0,0,6,,1,114,123,74
Animal,11212,126243,152815,26572,505,-3.84,100,-0.04,0,100,0.0,2152.78,125,15.03,0,0,9,,0,125,120,125
Animal,10229,52513,152816,100303,1919,-1.54,100,-0.02,0,100,0.0,8455.17,282,10.11,0,0,5,,7,96,176,90
Animal,10229,52513,152816,100303,1919,-5.54,100,-0.06,0,100,0.0,8455.17,283,10.11,0,0,5,,7,96,176,90
Animal,10255,58351,152817,94466,1787,-2.65,100,-0.03,0,100,0.0,7829.97,254,11.88,0,0,8,,4,180,147,133
Animal,11938,146121,152817,6696,136,-3.01,100,-0.03,0,100,0.0,601.1,50,11.93,0,0,1,,1,115,157,97
