Type,ID,Birth time (milsec),Death time (milsec),Time lived (milsec),Updates / Frames lived,Health,Max health,Health ratio,Energy,Max energy,Energy ratio,Total Energy gained,Tiles traveled,Attack power,Organisms attacked,Animals killed,Plants killed,Parent Id,Number of Offsprings,Color red value,Color green value,Color blue value
Animal,10989,118372,134589,16217,300,-4.12,100,-0.04,56,100,0.56,1415.6,38,12.73,0,0,1,,1,155,156,116
Animal,11316,129755,136782,7027,132,-3.68,100,-0.04,36,100,0.36,640.7,28,19.53,0,0,1,,0,154,179,126
Animal,10313,67100,137141,70041,1363,-2.09,100,-0.02,0,100,0.0,5925.21,197,12.06,0,0,3,,1,123,188,87
Animal,10313,67100,137141,70041,1363,-6.09,100,-0.06,0,100,0.0,5925.21,198,12.06,0,0,3,,1,123,188,87
Animal,10763,107343,137260,29917,586,-2.07,100,-0.02,0,100,0.0,2604.1,117,14.73,0,0,7,,1,110,147,79
Animal,11284,128852,137499,8647,172,-3.5,100,-0.04,0,100,0.0,722.25,54,12.54,0,0,6,,0,115,153,99
Animal,10945,116262,137501,21239,416,-0.81,100,-0.01,0,100,0.0,1788.58,84,13.0,0,0,4,,0,108,144,72
Animal,11474,134359,137561,3202,72,-2.49,100,-0.02,0,100,0.0,273.76,33,13.69,0,0,1,,0,93,137,68
Animal,11474,134359,137561,3202,72,-6.49,100,-0.06,0,100,0.0,273.76,34,13.69,0,0,1,,0,93,137,68
Animal,10488,86966,137739,50773,960,-2.66,100,-0.03,0,100,0.0,4228.58,135,13.08,0,0,2,,1,92,155,111
Animal,10890,114019,137919,23900,464,-1.41,100,-0.01,0,100,0.0,2147.29,88,12.9,0,0,3,,3,93,169,70
Animal,10483,86652,137920,51268,971,-0.05,100,-0.0,0,100,0.0,4186.24,129,11.13,0,0,1,,1,131,163,65
Animal,11497,134951,137982,3031,76,-3.84,100,-0.04,0,100,0.0,306.74,39,14.2,0,0,8,,0,93,151,133
Animal,11497,134951,137982,3031,76,-7.84,100,-0.08,0,100,0.0,306.74,40,14.2,0,0,8,,0,93,151,133
Animal,10820,110993,138341,27348,524,-0.09,100,-0.0,0,100,0.0,2243.84,77,13.75,0,0,1,,0,87,165,96
Animal,11467,134175,138400,4225,91,-5.69,100,-0.06,0,100,0.0,393.15,42,12.93,0,0,4,,0,128,140,155
Animal,10414,78833,138638,59805,1151,-1.42,100,-0.01,0,100,0.0,5067.01,159,12.42,0,0,1,,3,106,175,77
Animal,11450,133767,138939,5172,109,-3.3,100,-0.03,0,100,0.0,493.75,50,12.86,0,0,4,,0,108,133,103
Animal,11450,133767,138939,5172,109,-7.3,100,-0.07,0,100,0.0,493.75,51,12.86,0,0,4,,0,108,133,103
Animal,10848,112434,139122,26688,521,-10.4,100,-0.1,0,100,0.0,2338.02,105,16.33,0,0,5,,1,116,168,112
Animal,10931,115715,139240,23525,450,-3.79,100,-0.04,0,100,0.0,1906.02,80,12.09,0,0,1,,0,68,145,75
Animal,10931,115715,139240,23525,450,-7.79,100,-0.08,0,100,0.0,1906.02,81,12.09,0,0,1,,0,68,145,75
Animal,11167,124782,139542,14760,294,-1.85,100,-0.02,0,100,0.0,1348.05,64,13.27,0,0,7,,2,127,150,78
Animal,11637,138881,139664,783,24,-3.69,100,-0.04,0,100,0.0,17.85,21,11.16,0,0,1,,0,83,155,58
Animal,11637,138881,139664,783,24,-7.69,100,-0.08,0,100,0.0,17.85,22,11.16,0,0,1,,0,83,155,58
Animal,11643,139062,139845,783,19,-2.14,100,-0.02,0,100,0.0,0,13,12.64,0,0,0,,0,148,91,99
Animal,11383,132050,139904,7854,158,-5.87,100,-0.06,0,100,0.0,675.46,55,17.23,0,0,3,,0,55,190,122
Animal,10765,107445,140145,32700,628,-3.3,100,-0.03,0,100,0.0,2753.21,95,13.6,0,0,1,,1,137,136,90
Animal,10657,100295,140147,39852,781,-6.44,100,-0.06,48,100,0.48,3588.56,148,11.53,0,0,9,,3,77,153,86
Animal,10134,31177,140210,109033,2098,-9.11,100,-0.09,65.06,100,0.65,9108.1,228,9.84,0,0,3,,4,91,165,67
Animal,11235,126982,140392,13410,245,-7.79,100,-0.08,57.77,100,0.58,1154.02,39,13.61,0,0,2,,0,79,184,116
Animal,10822,111047,140453,29406,568,-2.41,100,-0.02,0,100,0.0,2436.48,105,13.3,0,0,5,,0,107,164,100
Animal,10822,111047,140453,29406,568,-6.41,100,-0.06,0,100,0.0,2436.48,106,13.3,0,0,5,,0,107,164,100
Animal,10674,101467,140511,39044,753,-1.48,100,-0.01,0,100,0.0,3249.88,112,12.42,0,0,1,,1,91,168,70
Animal,10674,101467,140512,39045,753,-5.48,100,-0.05,0,100,0.0,3249.88,113,12.42,0,0,1,,1,91,168,70
Animal,10832,111804,140635,28831,551,-3.75,100,-0.04,0,100,0.0,2415.02,94,12.53,0,0,1,,1,143,105,103
Animal,10832,111804,140635,28831,551,-7.75,100,-0.08,0,100,0.0,2415.02,95,12.53,0,0,1,,1,143,105,103
Animal,11157,124450,140692,16242,302,-2.44,100,-0.02,0,100,0.0,1384.26,53,13.31,0,0,1,,1,96,125,149
Animal,11157,124450,140692,16242,302,-6.44,100,-0.06,0,100,0.0,1384.26,54,13.31,0,0,1,,1,96,125,149
Animal,10716,104764,140995,36231,679,-2.14,100,-0.02,0,100,0.0,2950.96,102,13.46,0,0,2,,0,98,159,121
Animal,11004,119068,141054,21986,419,-2.69,100,-0.03,0,100,0.0,1843.87,74,13.88,0,0,1,,0,118,115,136
Animal,11004,119068,141054,21986,419,-6.69,100,-0.07,0,100,0.0,1843.87,75,13.88,0,0,1,,0,118,115,136
Animal,11509,135127,141054,5927,125,-1.41,100,-0.01,0,100,0.0,540.69,44,14.69,0,0,2,,0,136,120,79
Animal,10520,88950,141056,52106,967,-3.96,100,-0.04,0,100,0.0,4080.08,124,10.32,0,0,1,,0,61,162,73
Animal,10520,88950,141056,52106,967,-7.96,100,-0.08,0,100,0.0,4080.08,125,10.32,0,0,1,,0,61,162,73
Animal,11602,137802,141116,3314,69,-1.42,100,-0.01,0,100,0.0,258.14,33,15.37,0,0,3,,0,71,166,180
Animal,11412,132634,141117,8483,166,-3.87,100,-0.04,0,100,0.0,743.48,54,14.3,0,0,2,,1,82,189,171
Animal,11248,127374,141234,13860,260,-2.81,100,-0.03,0,100,0.0,1113.65,48,10.39,0,0,1,,0,101,202,87
Animal,10717,104764,141294,36530,684,-3.25,100,-0.03,0,100,0.0,3004.38,97,10.82,0,0,1,,3,73,172,86
Animal,10717,104764,141294,36530,684,-7.25,100,-0.07,0,100,0.0,3004.38,98,10.82,0,0,1,,3,73,172,86
Animal,11198,125739,141296,15557,299,-3.45,100,-0.03,0,100,0.0,1248.12,70,11.39,0,0,4,,0,99,177,120
Animal,10749,106341,141296,34955,666,-0.81,100,-0.01,0,100,0.0,2931.06,112,14.31,0,0,2,,1,101,148,144
Animal,10749,106341,141296,34955,666,-4.81,100,-0.05,0,100,0.0,2931.06,113,14.31,0,0,2,,1,101,148,144
Animal,11563,136843,141297,4454,95,-0.13,100,-0.0,0,100,0.0,375.19,38,11.72,0,0,2,,0,164,116,163
Animal,10491,87172,141356,54184,1030,-0.59,100,-0.01,0,100,0.0,4526.29,174,10.32,0,0,14,,4,65,165,54
Animal,10491,87172,141356,54184,1030,-4.59,100,-0.05,0,100,0.0,4526.29,175,10.32,0,0,14,,4,65,165,54
Animal,11393,132338,141474,9136,176,-4.0,100,-0.04,0,100,0.0,757.33,56,14.79,0,0,2,,0,78,109,142
Animal,11393,132338,141474,9136,176,-8.0,100,-0.08,0,100,0.0,757.33,57,14.79,0,0,2,,0,78,109,142
Animal,10726,105086,141475,36389,702,-3.24,100,-0.03,0,100,0.0,2930.23,125,10.2,0,0,7,,0,117,156,62
Animal,11062,121330,141476,20146,380,-1.08,100,-0.01,0,100,0.0,1612.44,68,13.35,0,0,1,,0,101,158,118
Animal,11062,121330,141476,20146,380,-15.08,100,-0.15,0,100,0.0,1612.44,69,13.35,0,0,1,,0,101,158,118
Animal,11078,122042,141477,19435,366,-1.66,100,-0.02,0,100,0.0,1601.29,64,11.0,0,0,1,,1,107,162,104
Animal,11604,137861,141535,3674,84,-2.4,100,-0.02,0,100,0.0,331.25,46,13.36,0,0,10,,0,113,120,120
Animal,11604,137861,141536,3675,84,-6.4,100,-0.06,0,100,0.0,331.25,47,13.36,0,0,10,,0,113,120,120
Animal,10660,100506,141536,41030,789,-3.06,100,-0.03,0,100,0.0,3553.43,117,12.24,0,0,1,,3,92,180,101
Animal,10660,100506,141536,41030,789,-7.06,100,-0.07,0,100,0.0,3553.43,118,12.24,0,0,1,,3,92,180,101
Animal,11060,121271,141595,20324,379,-8.56,100,-0.09,44,100,0.44,1749.8,50,14.3,0,0,1,,1,112,116,75
Animal,4478,520,141596,141076,2790,-2.2,100,-0.02,0,100,0.0,11737.6,274,8,0,0,1,,3,63,230,37
Animal,4478,520,141596,141076,2790,-6.2,100,-0.06,0,100,0.0,11737.6,275,8,0,0,1,,3,63,230,37
Animal,11616,138281,141597,3316,87,-2.37,100,-0.02,0,100,0.0,297.83,66,12.01,0,0,4,,0,93,144,84
Animal,11616,138281,141597,3316,87,-6.37,100,-0.06,0,100,0.0,297.83,67,12.01,0,0,4,,0,93,144,84
Animal,11110,123109,141716,18607,356,-2.12,100,-0.02,0,100,0.0,1594.96,65,11.8,0,0,2,,2,103,145,95
Animal,10269,59483,141717,82234,1567,-3.46,100,-0.03,0,100,0.0,6721.11,216,11.29,0,0,5,,1,101,172,130
Animal,10778,108340,141778,33438,638,-2.29,100,-0.02,0,100,0.0,2776.36,105,15.36,0,0,1,,0,111,167,105
Animal,11634,138818,141897,3079,72,-0.35,100,-0.0,0,100,0.0,270.69,38,15.38,0,0,1,,0,110,132,132
Animal,10659,100457,141898,41441,787,-0.01,100,-0.0,0,100,0.0,3489.61,121,14.69,0,0,1,,1,84,139,75
Animal,10579,93952,141899,47947,894,-0.75,100,-0.01,0,100,0.0,3800.27,119,11.42,0,0,1,,0,74,173,112
Animal,11199,125792,141958,16166,312,-2.11,100,-0.02,0,100,0.0,1312.31,54,11.97,0,0,1,,0,104,142,98
Animal,11199,125792,141958,16166,312,-6.11,100,-0.06,0,100,0.0,1312.31,55,11.97,0,0,1,,0,104,142,98
Animal,10493,87224,141961,54737,1024,-0.74,100,-0.01,0,100,0.0,4536.07,138,11.1,0,0,1,,4,100,172,68
Animal,10328,69314,142020,72706,1397,-1.4,100,-0.01,0,100,0.0,6052.1,177,12.16,0,0,1,,1,113,159,101
Animal,10328,69314,142020,72706,1397,-5.4,100,-0.05,0,100,0.0,6052.1,178,12.16,0,0,1,,1,113,159,101
Animal,10907,114676,142021,27345,525,-2.85,100,-0.03,0,100,0.0,2343.4,105,12.57,0,0,8,,2,80,167,155
Animal,10907,114676,142021,27345,525,-16.85,100,-0.17,0,100,0.0,2343.4,106,12.57,0,0,8,,2,80,167,155
Animal,10884,113802,142079,28277,550,-3.39,100,-0.03,0,100,0.0,2409.29,138,12.44,0,0,11,,1,129,142,61
Animal,10884,113802,142079,28277,550,-7.39,100,-0.07,9.96,100,0.1,2419.24,139,12.44,0,0,11,,1,129,142,61
Animal,11438,133358,142080,8722,171,-3.42,100,-0.03,0,100,0.0,753.17,57,14.26,0,0,2,,1,98,138,122
Animal,11438,133358,142080,8722,171,-7.42,100,-0.07,0,100,0.0,753.17,58,14.26,0,0,2,,1,98,138,122
Animal,10718,104817,142082,37265,698,-1.55,100,-0.02,0,100,0.0,3003.93,91,11.18,0,0,1,,1,89,160,43
Animal,10178,40661,142142,101481,1975,-2.91,100,-0.03,0,100,0.0,8550.07,267,10.44,0,0,1,,4,80,166,136
Animal,11458,133938,142204,8266,161,-3.84,100,-0.04,0,100,0.0,671.31,44,12.52,0,0,2,,0,117,160,66
Animal,11516,135366,142205,6839,132,-1.53,100,-0.02,0,100,0.0,565.52,44,15.37,0,0,1,,0,104,148,128
Animal,11516,135366,142205,6839,132,-5.53,100,-0.06,0,100,0.0,565.52,45,15.37,0,0,1,,0,104,148,128
Animal,11517,135367,142206,6839,135,-2.99,100,-0.03,0,100,0.0,565.93,49,14.15,0,0,3,,0,100,154,125
Animal,11311,129584,142262,12678,242,-3.54,100,-0.04,0,100,0.0,993.89,57,10.53,0,0,1,,0,105,166,66
Animal,11128,123500,142264,18764,358,-8.24,100,-0.08,0,100,0.0,1543.31,67,12.37,0,0,1,,1,110,142,78
Animal,10534,89846,142325,52479,979,-8.0,100,-0.08,8.24,100,0.08,4402.57,128,11.56,0,0,2,,4,76,145,154
Animal,10294,64447,142326,77879,1467,-0.51,100,-0.01,0,100,0.0,6211.09,154,9.47,0,0,2,,1,59,166,50
Animal,10294,64447,142327,77880,1467,-4.51,100,-0.05,0,100,0.0,6211.09,155,9.47,0,0,2,,1,59,166,50
Animal,10128,30429,142387,111958,2176,-3.54,100,-0.04,0,100,0.0,9142.64,271,8.82,0,0,3,,1,104,209,58
Animal,10128,30429,142388,111959,2176,-7.54,100,-0.08,0,100,0.0,9142.64,272,8.82,0,0,3,,1,104,209,58
Animal,10921,115169,142389,27220,514,-2.36,100,-0.02,0,100,0.0,2288.38,86,13.0,0,0,1,,2,115,167,96
Animal,11149,124278,142446,18168,354,-0.14,100,-0.0,0,100,0.0,1488.46,77,13.1,0,0,1,,0,111,123,93
Animal,10271,59743,142448,82705,1544,-1.56,100,-0.02,0,100,0.0,6688.38,174,9.81,0,0,1,,4,78,201,51
Animal,10817,110722,142506,31784,601,-0.62,100,-0.01,0,100,0.0,2576.87,97,11.42,0,0,2,,1,153,112,102
Animal,10301,65075,142508,77433,1483,-2.22,100,-0.02,0,100,0.0,6244.15,186,8.83,0,0,2,,1,60,133,96
Animal,10301,65075,142508,77433,1483,-6.22,100,-0.06,0,100,0.0,6244.15,187,8.83,0,0,2,,1,60,133,96
Animal,11494,134894,142509,7615,158,-1.64,100,-0.02,0,100,0.0,643.09,54,12.0,0,0,5,,0,175,138,84
Animal,11494,134894,142509,7615,158,-5.64,100,-0.06,0,100,0.0,643.09,55,12.0,0,0,5,,0,175,138,84
Animal,10834,111913,142568,30655,585,-0.91,100,-0.01,0,100,0.0,2598.73,111,11.99,0,0,1,,3,79,169,101
Animal,10834,111913,142569,30656,585,-4.91,100,-0.05,0,100,0.0,2598.73,112,11.99,0,0,1,,3,79,169,101
Animal,11619,138454,142625,4171,100,-0.48,100,-0.0,0,100,0.0,417.27,48,13.04,0,0,2,,0,120,160,86
Animal,11008,119240,142628,23388,445,-3.68,100,-0.04,0,100,0.0,1865.93,79,12.34,0,0,1,,0,158,154,119
Animal,11008,119240,142628,23388,445,-7.68,100,-0.08,0,100,0.0,1865.93,80,12.34,0,0,1,,0,158,154,119
Animal,10818,110776,142628,31852,601,-4.53,100,-0.05,0,100,0.0,2553.66,87,12.77,0,0,2,,0,78,165,37
Animal,10723,104980,142686,37706,714,-0.76,100,-0.01,0,100,0.0,3010.95,120,12.38,0,0,7,,0,123,180,104
Animal,10723,104980,142686,37706,714,-4.76,100,-0.05,0,100,0.0,3010.95,121,12.38,0,0,7,,0,123,180,104
Animal,10934,115825,142687,26862,502,-2.34,100,-0.02,0,100,0.0,2195.9,88,14.0,0,0,7,,1,130,151,82
Animal,11137,124002,142688,18686,348,-0.02,100,-0.0,0,100,0.0,1509.87,56,12.5,0,0,1,,0,152,176,97
Animal,10746,106024,142750,36726,687,-0.7,100,-0.01,0,100,0.0,2960.17,112,10.88,0,0,2,,1,91,115,88
Animal,10164,37979,142806,104827,2017,-1.42,100,-0.01,0,100,0.0,8661.42,244,11.09,0,0,1,,2,123,147,74
Animal,10164,37979,142807,104828,2017,-5.42,100,-0.05,0,100,0.0,8661.42,245,11.09,0,0,1,,2,123,147,74
Animal,11647,139119,142867,3748,86,-0.27,100,-0.0,0,100,0.0,336.12,45,15.56,0,0,5,,0,110,149,79
Animal,11647,139119,142867,3748,86,-4.27,100,-0.04,0,100,0.0,336.12,46,15.56,0,0,5,,0,110,149,79
Animal,11513,135189,142870,7681,155,-2.98,100,-0.03,0,100,0.0,635.82,51,13.7,0,0,2,,0,123,124,127
Animal,11513,135189,142870,7681,155,-6.98,100,-0.07,0,100,0.0,635.82,52,13.7,0,0,2,,0,123,124,127
Animal,11271,128341,142870,14529,283,-1.2,100,-0.01,0,100,0.0,1172.51,80,13.2,0,0,8,,0,112,158,41
Animal,11702,140744,142919,2175,55,-8.51,100,-0.09,52,100,0.52,341.95,37,15.83,0,0,4,,0,156,120,135
Animal,11544,136366,142928,6562,125,-2.1,100,-0.02,0,100,0.0,529.63,42,11.61,0,0,5,,0,70,177,73
Animal,10041,22173,142929,120756,2340,-1.75,100,-0.02,0,100,0.0,10291.79,269,8.54,0,0,8,,11,71,200,47
Animal,10041,22173,142930,120757,2340,-5.75,100,-0.06,0,100,0.0,10291.79,270,8.54,0,0,8,,11,71,200,47
Animal,11051,120997,142989,21992,413,-1.59,100,-0.02,0,100,0.0,1840.52,67,10.75,0,0,1,,2,87,185,81
Animal,11053,121001,142991,21990,409,-1.77,100,-0.02,0,100,0.0,1759.21,75,11.76,0,0,2,,1,77,155,129
Animal,11608,137981,142991,5010,105,-1.42,100,-0.01,0,100,0.0,433.55,60,12.9,0,0,6,,0,112,142,173
Animal,11023,119690,143051,23361,460,-1.46,100,-0.01,0,100,0.0,1959.53,111,10.98,0,0,4,,1,168,94,142
Animal,11023,119690,143051,23361,460,-5.46,100,-0.05,0,100,0.0,1959.53,112,10.98,0,0,4,,1,168,94,142
Animal,11161,124506,143052,18546,383,0.0,100,0.0,0,100,0.0,1689.46,136,11.86,0,0,14,,1,115,133,129
Animal,11161,124506,143052,18546,383,-4.0,100,-0.04,0,100,0.0,1689.46,137,11.86,0,0,14,,1,115,133,129
Animal,11660,139420,143109,3689,80,-0.22,100,-0.0,0,100,0.0,318.27,38,16.58,0,0,1,,0,97,132,113
Animal,10803,109708,143227,33519,637,-3.13,100,-0.03,0,100,0.0,2718.05,111,10.2,0,0,2,,1,94,187,40
Animal,10803,109708,143228,33520,637,-7.13,100,-0.07,0,100,0.0,2718.05,112,10.2,0,0,2,,1,94,187,40
Animal,10606,96484,143228,46744,891,-0.65,100,-0.01,0,100,0.0,3880.23,125,15.35,0,0,1,,0,133,159,109
Animal,11323,130152,143230,13078,253,-1.22,100,-0.01,0,100,0.0,1109.29,67,13.46,0,0,9,,1,80,110,125
Animal,11323,130152,143230,13078,253,-5.22,100,-0.05,0,100,0.0,1109.29,68,13.46,0,0,9,,1,80,110,125
Animal,11495,134895,143231,8336,165,-0.49,100,-0.0,0,100,0.0,670.02,55,13.09,0,0,1,,0,179,129,72
Animal,11495,134895,143231,8336,165,-4.49,100,-0.04,0,100,0.0,670.02,56,13.09,0,0,1,,0,179,129,72
Animal,11411,132632,143289,10657,228,-1.62,100,-0.02,0,100,0.0,948.69,102,11.86,0,0,9,,0,149,94,145
Animal,11411,132632,143289,10657,228,-5.62,100,-0.06,0,100,0.0,948.69,103,11.86,0,0,9,,0,149,94,145
Animal,11442,133413,143407,9994,189,-1.97,100,-0.02,0,100,0.0,844.86,42,14.47,0,0,3,,1,134,169,84
Animal,11500,135008,143409,8401,162,-0.57,100,-0.01,0,100,0.0,679.65,54,13.27,0,0,5,,0,126,160,87
Animal,11500,135008,143409,8401,162,-4.57,100,-0.05,0,100,0.0,679.65,55,13.27,0,0,5,,0,126,160,87
Animal,11674,139964,143469,3505,79,-1.86,100,-0.02,0,100,0.0,324.19,40,11.92,0,0,7,,0,187,106,147
Animal,11674,139964,143469,3505,79,-5.86,100,-0.06,0,100,0.0,324.19,41,11.92,0,0,7,,0,187,106,147
Animal,10221,51626,143528,91902,1745,-0.73,100,-0.01,0,100,0.0,7431.82,197,9.36,0,0,1,,2,95,217,66
Animal,10221,51626,143528,91902,1745,-4.73,100,-0.05,0,100,0.0,7431.82,198,9.36,0,0,1,,2,95,217,66
Animal,10340,70541,143530,72989,1405,-1.31,100,-0.01,0,100,0.0,5999.72,168,9.8,0,0,1,,2,73,169,117
Animal,11542,136191,143588,7397,153,-1.48,100,-0.01,0,100,0.0,676.27,63,12.25,0,0,7,,1,172,100,139
Animal,11542,136191,143588,7397,153,-5.48,100,-0.05,0,100,0.0,676.27,64,12.25,0,0,7,,1,172,100,139
Animal,10637,98604,143647,45043,862,-0.78,100,-0.01,0,100,0.0,3746.74,128,12.23,0,0,1,,1,96,173,153
Animal,10637,98604,143647,45043,862,-4.78,100,-0.05,0,100,0.0,3746.74,129,12.23,0,0,1,,1,96,173,153
Animal,10828,111373,143648,32275,612,-0.53,100,-0.01,0,100,0.0,2597.1,110,11.43,0,0,1,,0,110,159,150
Animal,10125,29880,143711,113831,2210,-3.35,100,-0.03,0,100,0.0,9544.33,263,10.55,0,0,1,,3,88,140,72
Animal,10125,29880,143711,113831,2210,-7.35,100,-0.07,0,100,0.0,9544.33,264,10.55,0,0,1,,3,88,140,72
Animal,10853,112704,143833,31129,593,-3.49,100,-0.03,0,100,0.0,2611.82,99,13.89,0,0,1,,2,140,187,133
Animal,10853,112704,143833,31129,593,-7.49,100,-0.07,0,100,0.0,2611.82,100,13.89,0,0,1,,2,140,187,133
Animal,10737,105515,144068,38553,736,0.0,100,0.0,0,100,0.0,3183.32,122,10.64,0,0,2,,2,132,146,41
Animal,10737,105515,144068,38553,736,-4.0,100,-0.04,0,100,0.0,3183.32,123,10.64,0,0,2,,2,132,146,41
Animal,10538,90365,144189,53824,1003,-1.75,100,-0.02,0,100,0.0,4310.82,133,12.42,0,0,5,,1,108,151,70
Animal,10533,89685,144190,54505,1006,-1.22,100,-0.01,0,100,0.0,4315.38,126,10.08,0,0,2,,1,106,199,53
Animal,11778,142745,144248,1503,29,-2.77,100,-0.03,64,100,0.64,207.76,10,12.98,0,0,1,,1,65,171,93
Animal,11397,132396,144314,11918,238,-1.82,100,-0.02,0,100,0.0,1040.6,82,13.27,0,0,13,,1,99,183,175
Animal,10715,104763,144435,39672,761,-3.39,100,-0.03,0,100,0.0,3300.68,146,11.99,0,0,12,,2,181,113,74
Animal,11087,122336,144549,22213,404,-4.0,100,-0.04,24.52,100,0.25,1847.03,59,12.97,0,0,1,,1,59,173,111
Animal,10969,117537,144670,27133,496,-1.52,100,-0.02,0,100,0.0,2219.88,68,15.59,0,0,1,,1,117,126,97
Animal,10969,117537,144670,27133,496,-5.52,100,-0.06,0,100,0.0,2219.88,69,15.59,0,0,1,,1,117,126,97
Animal,10327,69265,144675,75410,1447,-1.84,100,-0.02,0,100,0.0,6397.19,216,13.46,0,0,15,,3,144,171,105
Animal,10327,69265,144675,75410,1447,-5.84,100,-0.06,0,100,0.0,6397.19,217,13.46,0,0,15,,3,144,171,105
Animal,11488,134716,144676,9960,202,-1.46,100,-0.01,0,100,0.0,830.55,73,12.82,0,0,9,,0,185,114,135
Animal,11488,134716,144676,9960,202,-5.46,100,-0.05,0,100,0.0,830.55,74,12.82,0,0,9,,0,185,114,135
Animal,11153,124334,144735,20401,393,-3.61,100,-0.04,0,100,0.0,1698.76,94,15.39,0,0,6,,0,140,101,102
Animal,11153,124334,144735,20401,393,-7.61,100,-0.08,0,100,0.0,1698.76,95,15.39,0,0,6,,0,140,101,102
Animal,4943,525,144795,144270,2885,-3.2,100,-0.03,0,100,0.0,12179.2,353,8,0,0,3,,4,205,120,83
Animal,10916,114946,144851,29905,546,-8.0,100,-0.08,9.11,100,0.09,2437.93,72,13.31,0,0,1,,1,114,157,64
Animal,10582,94266,144856,50590,951,-3.12,100,-0.03,0,100,0.0,4031.61,140,11.97,0,0,1,,0,99,188,43
Animal,10582,94266,144856,50590,951,-7.12,100,-0.07,0,100,0.0,4031.61,141,11.97,0,0,1,,0,99,188,43
Animal,10994,118545,144911,26366,485,-4.0,100,-0.04,51.68,100,0.52,2437.65,96,13.54,0,0,1,,5,92,124,110
Animal,11182,125343,144916,19573,366,-3.88,100,-0.04,0,100,0.0,1536.2,73,12.23,0,0,2,,0,66,174,123
Animal,11300,129248,144917,15669,308,-2.18,100,-0.02,0,100,0.0,1527.6,114,15.65,0,0,7,,1,67,174,101
Animal,11328,130379,144918,14539,288,-1.18,100,-0.01,0,100,0.0,1276.45,97,15.2,0,0,9,,0,81,145,104
Animal,11349,131011,144977,13966,264,-3.11,100,-0.03,0,100,0.0,1182.07,67,13.56,0,0,2,,1,98,139,149
Animal,11007,119125,145033,25908,468,-8.86,100,-0.09,41.77,100,0.42,2086.0,56,12.66,0,0,1,,0,60,122,137
Animal,11510,135128,145038,9910,194,-0.44,100,-0.0,0,100,0.0,907.04,65,12.19,0,0,3,,2,104,100,159
Animal,11510,135128,145038,9910,194,-4.44,100,-0.04,0,100,0.0,907.04,66,12.19,0,0,3,,2,104,100,159
Animal,11555,136543,145039,8496,169,-3.26,100,-0.03,0,100,0.0,693.58,52,13.55,0,0,1,,0,91,145,120
Animal,10370,73842,145040,71198,1378,-1.68,100,-0.02,0,100,0.0,5996.07,222,11.5,0,0,1,,2,148,112,128
Animal,11418,132755,145095,12340,234,-0.34,100,-0.0,0,100,0.0,1029.31,59,12.25,0,0,1,,1,152,126,81
Animal,11418,132755,145096,12341,234,-4.34,100,-0.04,0,100,0.0,1029.31,60,12.25,0,0,1,,1,152,126,81
Animal,10899,114399,145098,30699,574,-2.89,100,-0.03,0,100,0.0,2484.17,99,11.76,0,0,2,,1,113,163,78
Animal,10422,79697,145099,65402,1238,-2.07,100,-0.02,0,100,0.0,5318.79,171,11.77,0,0,3,,1,111,192,39
Animal,10188,42829,145101,102272,1980,-3.42,100,-0.03,0,100,0.0,8442.68,280,8.97,0,0,1,,3,202,121,88
Animal,11287,128908,145160,16252,315,-1.48,100,-0.01,0,100,0.0,1490.03,99,13.8,0,0,5,,2,79,161,100
Animal,11334,130549,145162,14613,266,-1.95,100,-0.02,0,100,0.0,1112.33,53,9.59,0,0,1,,0,191,121,88
Animal,11568,136957,145163,8206,171,-2.61,100,-0.03,0,100,0.0,701.6,60,14.86,0,0,2,,0,124,149,156
Animal,11568,136957,145163,8206,171,-6.61,100,-0.07,0,100,0.0,701.6,61,14.86,0,0,2,,0,124,149,156
Animal,10258,58803,145219,86416,1613,-0.7,100,-0.01,0,100,0.0,6950.13,195,10.54,0,0,1,,2,105,184,60
Animal,10205,47614,145220,97606,1863,-3.18,100,-0.03,0,100,0.0,8004.79,239,8.72,0,0,1,,5,72,198,54
Animal,10205,47614,145221,97607,1863,-7.18,100,-0.07,0,100,0.0,8004.79,240,8.72,0,0,1,,5,72,198,54
Animal,11242,127148,145224,18076,347,-3.97,100,-0.04,0,100,0.0,1496.19,79,17.0,0,0,2,,0,109,139,126
Animal,10758,107077,145280,38203,712,-2.65,100,-0.03,0,100,0.0,2992.25,118,9.74,0,0,8,,0,90,169,82
Animal,11341,130838,145283,14445,270,-2.46,100,-0.02,0,100,0.0,1119.31,63,12.38,0,0,2,,0,131,130,46
Animal,11832,143891,145339,1448,42,-2.29,100,-0.02,0,100,0.0,93.55,38,11.69,0,0,2,,0,187,111,135
Animal,11083,122163,145342,23179,437,-2.68,100,-0.03,0,100,0.0,1905.83,96,15.37,0,0,1,,0,98,127,111
Animal,11083,122163,145342,23179,437,-6.68,100,-0.07,0,100,0.0,1905.83,97,15.37,0,0,1,,0,98,127,111
Animal,10992,118429,145398,26969,487,-8.39,100,-0.08,22.97,100,0.23,2116.14,57,10.58,0,0,1,,0,162,130,110
Animal,10094,25599,145399,119800,2306,-0.86,100,-0.01,48,100,0.48,9924.75,260,8.59,0,0,1,,4,60,151,117
Animal,11622,138515,145402,6887,137,-1.82,100,-0.02,0,100,0.0,555.93,53,14.18,0,0,3,,0,70,152,136
